Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
1/27/2017 12:30,0.802,1.35,5.414,6.838,92,26.6
1/27/2017 13:00,0.791,1.21,5.72,7.232,91,26.55
1/27/2017 13:30,0.784,1.24,5.576,7.277,94,26.6
1/27/2017 14:00,0.808,1.3,5.366,7.039,84,26.6
1/27/2017 14:30,0.732,1.24,4.861,7.44,92,26.55
1/27/2017 15:00,0.747,1.18,5.08,6.892,84,26.55
1/27/2017 15:30,0.694,1.14,5.022,7.002,77,26.45
1/27/2017 16:00,0.718,1.32,4.917,7.514,80,26.45
1/27/2017 16:30,0.747,1.27,5.123,6.793,87,26.45
1/27/2017 17:00,0.713,1.16,4.979,6.344,81,26.45
1/27/2017 17:30,0.711,1.12,5.216,7.556,81,26.45
1/27/2017 18:00,0.691,1.24,5.007,6.343,78,26.5
1/27/2017 18:30,0.695,1.32,5.142,6.803,77,26.45
1/27/2017 19:00,0.737,1.19,5.289,6.943,90,26.45
1/27/2017 19:30,0.76,1.23,5.445,7.262,78,26.5
1/27/2017 20:00,0.736,1.24,5.554,7.492,77,26.55
1/27/2017 20:30,0.737,1.22,5.683,7.604,98,26.6
1/27/2017 21:00,0.725,1.4,5.788,6.342,92,26.6
1/27/2017 21:30,0.726,1.19,5.54,6.933,85,26.65
1/27/2017 22:00,0.718,1.21,5.283,6.17,74,26.7
1/27/2017 22:30,0.738,1.18,4.989,7.098,81,26.7
1/27/2017 23:00,0.717,1.38,4.831,6.769,88,26.7
1/27/2017 23:30,0.712,1.18,4.847,6.791,111,26.7
1/28/2017 0:00,0.736,1.16,4.934,7.041,92,26.65
1/28/2017 0:30,0.697,1.13,4.751,6.137,106,26.6
1/28/2017 1:00,0.731,1.27,4.536,7.256,78,26.55
1/28/2017 1:30,0.752,1.54,4.732,6.895,90,26.6
1/28/2017 2:00,0.722,1.47,4.768,6.94,91,26.6
1/28/2017 2:30,0.709,1.11,4.982,7.234,98,26.6
1/28/2017 3:00,0.74,1.25,5.058,9.216,85,26.6
1/28/2017 3:30,0.747,1.29,4.746,6.369,85,26.6
1/28/2017 4:00,0.758,1.32,4.757,7.031,84,26.6
1/28/2017 4:30,0.717,1.22,4.639,9.276,75,26.55
1/28/2017 5:00,0.724,1.2,4.711,7.043,90,26.55
1/28/2017 5:30,0.805,1.47,4.933,6.796,90,26.55
1/28/2017 6:00,0.776,1.38,4.854,6.594,88,26.55
1/28/2017 6:30,0.787,1.37,4.631,7.827,85,26.55
1/28/2017 7:00,0.779,1.19,4.796,4.107,80,26.5
1/28/2017 7:30,0.766,1.63,5.083,7.497,102,26.6
1/28/2017 8:00,0.767,1.1,4.865,4.045,99,26.7
1/28/2017 8:30,0.713,1.23,4.926,6.718,98,26.85
1/28/2017 9:00,0.771,1.36,5.077,6.99,102,26.85
1/28/2017 9:30,0.775,1.4,5.22,7.163,99,27
1/28/2017 10:00,0.8,1.28,5.248,6.335,101,27.15
1/28/2017 10:30,0.796,1.2,5.32,9.259,97,27.35
1/28/2017 11:00,0.788,1.25,4.993,7.002,88,27.15
1/28/2017 11:30,0.797,1.52,4.649,6.592,111,27.1
1/28/2017 12:00,0.798,1.47,5.014,7.558,112,27.3
1/28/2017 12:30,0.775,1.31,4.953,7.587,128,27.55
1/28/2017 13:00,0.826,1.25,5.211,5.534,116,27.75
1/28/2017 13:30,0.789,1.2,5.071,6.144,129,27.85
1/28/2017 14:00,0.764,1.21,5.186,6.72,104,27.85
1/28/2017 14:30,0.798,1.3,5.064,6.194,92,27.7
1/28/2017 15:00,0.775,1.31,4.926,6.554,132,27.65
1/28/2017 15:30,0.768,1.31,4.871,6.35,101,27.45
1/28/2017 16:00,0.815,1.35,4.717,6.474,88,27.35
1/28/2017 16:30,0.767,1.49,4.642,5.821,102,27.35
1/28/2017 17:00,0.782,1.42,4.658,5.8,102,27.3
1/28/2017 17:30,0.765,1.58,4.625,6.489,98,27.25
1/28/2017 18:00,0.804,1.3,4.437,5.661,97,27.2
1/28/2017 18:30,0.75,1.33,4.265,6.343,126,27.15
1/28/2017 19:00,0.699,1.14,4.328,4.596,88,27.1
1/28/2017 19:30,0.727,1.19,4.782,7.004,94,27.05
1/28/2017 20:00,0.719,1.2,4.515,5.356,125,27
1/28/2017 20:30,0.726,1.35,4.529,5.47,101,26.95
1/28/2017 21:00,0.75,1.15,4.736,5.184,80,26.95
1/28/2017 21:30,0.716,1.16,4.403,4.389,106,26.9
1/28/2017 22:00,0.774,1.45,4.413,6.563,80,26.85
1/28/2017 22:30,0.766,1.16,4.398,5.485,128,26.8
1/28/2017 23:00,0.736,1.46,4.596,12.026,109,26.8
1/28/2017 23:30,0.797,1.54,4.549,12.608,118,26.75
1/29/2017 0:00,0.798,1.21,4.927,12.892,130,26.75
1/29/2017 0:30,0.816,1.18,5.024,12.156,126,26.75
1/29/2017 1:00,0.804,1.35,4.662,12.03,126,26.75
1/29/2017 1:30,0.817,1.32,4.671,5.224,128,26.75
1/29/2017 2:00,0.827,1.34,5.006,11.468,77,26.75
1/29/2017 2:30,0.861,1.41,5.217,11.773,139,26.75
1/29/2017 3:00,0.852,1.33,5.047,11.558,130,26.75
1/29/2017 3:30,0.834,1.33,4.887,11.563,135,26.75
1/29/2017 4:00,0.812,1.33,4.679,12.015,129,26.75
1/29/2017 4:30,0.85,1.43,4.764,12.196,144,26.75
1/29/2017 5:00,0.806,1.43,4.823,11.618,129,26.75
1/29/2017 5:30,0.84,1.53,4.74,11.502,136,26.75
1/29/2017 6:00,0.848,1.5,5.061,11.41,133,26.7
1/29/2017 6:30,0.855,1.26,5.329,11.275,120,26.7
1/29/2017 7:00,0.875,1.68,5.097,11.378,130,26.7
1/29/2017 7:30,0.871,1.42,5.046,10.368,130,26.65
1/29/2017 8:00,0.889,1.37,5.197,11.35,122,26.65
1/29/2017 8:30,0.878,1.58,5.383,11.395,132,26.65
1/29/2017 9:00,0.856,1.46,4.979,11.906,128,26.7
1/29/2017 9:30,0.896,1.62,5.276,11.207,87,26.7
1/29/2017 10:00,0.916,1.79,5.281,6.022,119,26.75
1/29/2017 10:30,0.878,1.52,5.034,6.573,87,26.8
1/29/2017 11:00,0.883,1.57,5.077,5.682,92,26.85
1/29/2017 11:30,0.871,1.36,5.054,5.838,84,26.9
1/29/2017 12:00,0.894,1.37,4.813,5.834,80,26.95
1/29/2017 12:30,0.895,1.43,4.822,5.648,87,27
1/29/2017 13:00,0.928,1.45,4.923,6.343,85,27
1/29/2017 13:30,0.887,1.82,4.887,6.215,92,27
1/29/2017 14:00,0.953,1.66,4.914,5.968,85,27
1/29/2017 14:30,0.968,1.69,4.882,7.254,105,27.05
1/29/2017 15:00,0.968,1.53,5.101,6.797,102,27.05
1/29/2017 15:30,0.957,1.71,4.688,6.166,88,27.05
1/29/2017 16:00,0.977,1.78,4.835,6.151,99,27.1
1/29/2017 16:30,1.025,1.83,4.945,6.334,91,27.1
1/29/2017 17:00,1.046,1.86,4.916,6.322,94,27.1
1/29/2017 17:30,1.031,1.62,4.904,6.024,91,27.05
1/29/2017 18:00,1.01,1.88,5.047,6.777,92,27.05
1/29/2017 18:30,1.098,2.08,5.044,6.15,83,27
1/29/2017 19:00,1.08,1.7,5.097,5.967,88,27
1/29/2017 19:30,1.084,1.83,5.241,6.584,95,27
1/29/2017 20:00,1.07,1.77,4.921,6.786,81,26.95
1/29/2017 20:30,1.099,2.04,5.006,6.249,81,26.95
1/29/2017 21:00,1.116,1.73,4.993,6.745,92,26.95
1/29/2017 21:30,1.144,2.09,5.029,6.967,83,26.95
1/29/2017 22:00,1.109,1.86,5.026,6.976,90,26.9
1/29/2017 22:30,1.075,2.05,5.113,7.287,77,26.85
1/29/2017 23:00,1.127,1.83,5.053,6.781,85,26.85
1/29/2017 23:30,1.102,1.95,4.999,6.538,85,26.8
1/30/2017 0:00,1.111,2.06,4.894,6.214,84,26.75
1/30/2017 0:30,1.106,1.79,4.872,7.075,95,26.7
1/30/2017 1:00,1.166,1.85,5.075,6.198,91,26.65
1/30/2017 1:30,1.179,1.94,4.905,6.842,83,26.65
1/30/2017 2:00,1.145,1.86,4.888,6.397,88,26.6
1/30/2017 2:30,1.055,1.85,4.772,6.454,83,26.6
1/30/2017 3:00,1.168,1.95,4.967,7.043,84,26.6
1/30/2017 3:30,1.114,1.66,4.832,6.786,88,26.6
1/30/2017 4:00,1.103,1.83,4.964,6.817,78,26.6
1/30/2017 4:30,1.179,2.14,4.923,7.181,85,26.6
1/30/2017 5:00,1.273,2.17,5.324,6.777,90,26.6
1/30/2017 5:30,1.167,2.04,4.955,6.586,74,26.6
1/30/2017 6:00,1.173,1.92,5.189,5.988,80,26.65
1/30/2017 6:30,1.208,1.73,5.168,7.017,77,26.65
1/30/2017 7:00,1.201,2.04,5.13,6.806,87,26.65
1/30/2017 7:30,1.19,2.27,5.239,7.012,80,26.7
1/30/2017 8:00,1.147,1.82,5.261,6.554,83,26.7
1/30/2017 8:30,1.13,1.71,5.078,7.004,80,26.75
1/30/2017 9:00,1.061,1.97,5.314,5.482,78,26.75
1/30/2017 9:30,1.076,1.77,5.182,6.823,90,26.85
1/30/2017 10:00,1.11,1.84,5.216,7.537,84,26.85
1/30/2017 10:30,1.14,1.86,5.181,6.954,77,26.95
1/30/2017 11:00,1.09,1.81,5.224,6.572,80,27
1/30/2017 11:30,1.114,1.71,5.306,7.201,81,27.05
1/30/2017 12:00,1.137,2.24,5.401,6.576,74,27.1
1/30/2017 12:30,1.101,2.62,5.409,7.185,84,27.1
1/30/2017 13:00,1.129,1.7,5.533,7.217,80,27.15
1/30/2017 13:30,1.104,1.93,5.468,6.804,78,27.2
1/30/2017 14:00,1.04,1.81,5.297,6.987,83,27.25
1/30/2017 14:30,1.043,1.92,5.41,7.051,78,27.3
1/30/2017 15:00,1.061,1.7,5.533,7.097,84,27.35
1/30/2017 15:30,1.119,1.67,5.558,6.309,71,27.35
1/30/2017 16:00,1.028,1.88,5.237,7.743,77,27.3
1/30/2017 16:30,1.049,1.8,5.422,7.555,78,27.3
1/30/2017 17:00,1.043,2.01,5.571,7.001,84,27.25
1/30/2017 17:30,1.041,1.79,5.471,7.283,83,27.2
1/30/2017 18:00,1.056,1.72,5.382,7.034,81,27.2
1/30/2017 18:30,1.069,1.96,5.466,7.486,84,27.15
1/30/2017 19:00,1.092,1.73,5.617,6.938,74,27.15
1/30/2017 19:30,1.074,2,5.308,7.08,78,27.1
1/30/2017 20:00,1.075,1.84,5.393,7.289,80,27.1
1/30/2017 20:30,1.081,1.63,5.306,7.083,75,27.05
1/30/2017 21:00,1.117,1.69,5.286,7.008,77,27
1/30/2017 21:30,1.106,1.61,5.426,8.132,81,27
1/30/2017 22:00,1.034,1.72,5.021,7.494,78,27
1/30/2017 22:30,1.122,1.75,5.346,7.372,77,26.95
1/30/2017 23:00,1.055,1.8,5.104,7.544,78,26.95
1/30/2017 23:30,1.056,1.82,5.223,7.565,85,26.95
1/31/2017 0:00,1.03,1.73,5.044,8.104,85,26.95
1/31/2017 0:30,1.141,1.98,5.3,7.257,81,26.95
1/31/2017 1:00,1.07,1.77,5.429,8.07,80,26.95
1/31/2017 1:30,0.988,1.68,5.22,7.735,87,26.95
1/31/2017 2:00,1.009,1.83,5.187,7.978,85,26.9
1/31/2017 2:30,1.097,1.7,5.349,7.608,83,26.9
1/31/2017 3:00,1.016,1.61,5.159,7.318,81,26.9
1/31/2017 3:30,1.084,1.99,5.32,7.86,78,26.9
1/31/2017 4:00,1.062,1.9,5.08,7.038,87,26.9
1/31/2017 4:30,1.073,2.06,5.418,6.85,81,26.9
1/31/2017 5:00,1.054,1.47,5.422,8.138,80,26.9
1/31/2017 5:30,1.086,1.99,5.292,7.246,83,26.9
1/31/2017 6:00,1.144,1.86,5.711,7.335,81,26.9
1/31/2017 6:30,1.116,1.91,5.473,7.804,78,26.9
1/31/2017 7:00,1.049,1.66,5.253,6.902,74,26.85
1/31/2017 7:30,1.058,1.9,5.242,7.025,73,26.9
1/31/2017 8:00,1.154,1.97,5.436,7.279,77,26.95
1/31/2017 8:30,1.099,1.87,5.316,7.434,77,27
1/31/2017 9:00,1.108,1.71,5.269,7.887,85,27.15
1/31/2017 9:30,0.999,1.49,5.381,7.112,78,27.35
1/31/2017 10:00,1.145,1.95,5.627,8.117,88,27.6
1/31/2017 10:30,1.07,1.62,5.69,8.136,74,27.75
1/31/2017 11:00,1.14,2,5.602,7.025,77,27.7
1/31/2017 11:30,1.152,2.04,5.547,7.636,77,27.75
1/31/2017 12:00,1.101,2.31,5.487,7.38,70,27.8
1/31/2017 12:30,1.025,1.57,5.407,8.118,80,27.7
1/31/2017 13:00,1.141,2.11,5.54,7.968,75,27.55
1/31/2017 13:30,1.021,1.76,5.063,8.162,77,27.55
1/31/2017 14:00,1.068,1.96,4.977,7.836,78,27.45
1/31/2017 14:30,1.143,1.88,5.372,8.107,73,27.45
1/31/2017 15:00,1.132,1.83,5.363,7.829,75,27.4
1/31/2017 15:30,1.083,1.75,5.142,7.849,75,27.4
1/31/2017 16:00,1.07,1.7,4.952,7.617,75,27.4
1/31/2017 16:30,1.111,2.09,5.024,7.588,78,27.4
1/31/2017 17:00,1.083,1.65,5.037,6.392,78,27.35
1/31/2017 17:30,1.152,1.93,4.893,7.215,87,27.35
1/31/2017 18:00,1.115,2.04,4.935,7.514,73,27.3
1/31/2017 18:30,1.156,1.93,4.885,7.336,77,27.25
1/31/2017 19:00,1.171,1.78,4.94,7.058,78,27.2
1/31/2017 19:30,1.132,1.82,4.886,7.269,74,27.2
1/31/2017 20:00,1.241,1.95,5.27,7.414,73,27.15
1/31/2017 20:30,1.215,2.6,4.958,7.06,77,27.15
1/31/2017 21:00,1.188,1.81,5.259,6.938,78,27.1
1/31/2017 21:30,1.205,1.92,5.152,7.793,73,27.1
1/31/2017 22:00,1.243,2.17,5.097,7.578,77,27.1
1/31/2017 22:30,1.194,2.06,5,7.527,78,27.1
1/31/2017 23:00,1.202,2.43,5.095,7.439,87,27.1
1/31/2017 23:30,1.193,1.9,5.161,7.389,77,27.05
02/01/2017 00:00,1.157,2.42,5.256,7.555,87,27
02/01/2017 00:30,1.114,1.74,5.157,7.762,83,27
02/01/2017 01:00,1.143,2.11,5.137,7.661,88,27
02/01/2017 01:30,1.092,1.84,5.125,7.581,87,27
02/01/2017 02:00,1.128,1.99,5.423,7.775,88,27
02/01/2017 02:30,1.14,2.18,5.715,7.852,84,27
02/01/2017 03:00,1.126,2.12,5.581,7.672,84,27
02/01/2017 03:30,1.144,1.71,5.743,8.11,84,27
02/01/2017 04:00,1.096,1.52,5.837,7.855,81,27.05
02/01/2017 04:30,1.156,2.01,5.681,7.591,80,27.05
02/01/2017 05:00,1.02,2.03,5.825,7.75,81,27
02/01/2017 05:30,1.039,1.92,5.603,7.841,81,27.05
02/01/2017 06:00,1.094,1.78,5.825,7.563,83,27
02/01/2017 06:30,1.121,1.88,5.958,7.744,83,27.05
02/01/2017 07:00,1.139,1.8,6.139,7.321,81,27.15
02/01/2017 07:30,1.102,1.68,6.159,7.518,75,27.2
02/01/2017 08:00,1.078,1.81,6.103,7.806,77,27.2
02/01/2017 08:30,1.137,2.14,6.208,7.497,81,27.25
02/01/2017 09:00,1.024,1.89,5.886,7.833,77,27.3
02/01/2017 09:30,1.041,1.61,5.934,7.303,83,27.35
02/01/2017 10:00,1.032,1.57,6.353,7.829,81,27.4
02/01/2017 10:30,1.083,1.96,6.051,8.09,77,27.45
02/01/2017 11:00,1.101,1.77,6.387,8.456,80,27.5
02/01/2017 11:30,1.124,2.01,6.257,7.773,91,27.55
02/01/2017 12:00,1.05,1.87,5.564,7.751,90,27.55
02/01/2017 12:30,1.026,1.51,5.664,8.343,85,27.55
02/01/2017 13:00,1.075,2.1,5.717,8.19,95,27.55
02/01/2017 13:30,1.08,2.27,5.256,7.325,91,27.55
02/01/2017 14:00,1.012,1.91,5.018,8.411,90,27.55
02/01/2017 14:30,1.09,1.77,4.969,8.436,92,27.5
02/01/2017 15:00,1.026,1.83,4.92,8.122,92,27.45
02/01/2017 15:30,1.14,1.66,5.514,8.226,84,27.4
02/01/2017 16:00,1.145,1.77,5.096,8.112,88,27.4
02/01/2017 16:30,1.094,2.04,5.001,7.976,88,27.35
02/01/2017 17:00,1.066,1.95,4.877,8.158,84,27.3
02/01/2017 17:30,1.072,1.99,4.809,7.304,92,27.3
02/01/2017 18:00,1.107,2.11,4.7,7.948,90,27.2
02/01/2017 18:30,1.211,2.02,4.846,8.115,90,27.2
02/01/2017 19:00,1.127,1.69,4.48,8.138,98,27.2
02/01/2017 19:30,1.076,1.74,4.465,7.522,90,27.2
02/01/2017 20:00,1.155,2.33,4.783,7.316,92,27.15
02/01/2017 20:30,1.108,1.93,4.494,7.799,91,27.15
02/01/2017 21:00,1.104,1.89,4.732,7.826,95,27.15
02/01/2017 21:30,1.073,1.72,4.531,7.246,90,27.15
02/01/2017 22:00,1.12,1.56,4.639,7.339,88,27.1
02/01/2017 22:30,1.163,1.81,4.638,7.836,85,27.15
02/01/2017 23:00,1.117,1.85,4.543,7.772,90,27.1
02/01/2017 23:30,1.116,2,4.663,7.819,98,27.05
02/02/2017 00:00,1.102,1.7,4.66,7.572,97,27
02/02/2017 00:30,1.049,1.91,4.501,7.499,98,26.95
02/02/2017 01:00,1.02,1.7,4.528,8.053,91,26.9
02/02/2017 01:30,1.03,1.76,4.398,4.932,94,26.9
02/02/2017 02:00,0.989,1.75,4.55,7.341,85,26.85
02/02/2017 02:30,0.943,1.62,4.552,7.561,92,26.85
02/02/2017 03:00,1.044,1.65,4.923,7.53,84,26.85
02/02/2017 03:30,1.018,1.5,4.986,7.112,85,26.8
02/02/2017 04:00,0.987,1.69,5.054,7.714,85,26.8
02/02/2017 04:30,0.981,1.86,4.863,7.009,90,26.75
02/02/2017 05:00,0.968,1.62,4.988,7.228,88,26.75
02/02/2017 05:30,0.941,1.45,4.882,7.091,88,26.85
02/02/2017 06:00,0.943,1.77,5.166,7.285,88,27
02/02/2017 06:30,0.933,1.57,5.182,7.275,92,27
02/02/2017 07:00,1.001,1.43,5.414,7.094,88,27.1
02/02/2017 07:30,1.036,1.88,5.512,7.546,88,27.1
02/02/2017 08:00,0.997,1.59,5.306,7.289,83,27.1
02/02/2017 08:30,0.871,1.48,4.828,7.515,81,27.05
02/02/2017 09:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
02/02/2017 09:30,0.914,2.02,5.126,6.824,83,27.2
02/02/2017 10:00,0.898,1.3,4.934,6.79,87,27.2
02/02/2017 10:30,0.953,1.43,5.143,7.824,99,27.3
02/02/2017 11:00,0.912,1.56,5.097,7.216,88,27.35
02/02/2017 11:30,0.951,1.82,4.917,7.005,91,27.4
02/02/2017 12:00,0.922,2.07,4.469,7.097,91,27.4
02/02/2017 12:30,1.003,1.81,4.579,7.263,91,27.4
02/02/2017 13:00,0.965,1.501,4.43,7.566,85,27.45
02/02/2017 13:30,0.995,1.5,4.238,7.313,85,27.45
02/02/2017 14:00,0.993,1.63,4.316,7.559,85,27.45
02/02/2017 14:30,0.988,1.81,4.337,7.548,87,27.55
02/02/2017 15:00,1.03,1.82,4.272,7.52,71,27.5
02/02/2017 15:30,1.038,1.94,4.311,7.029,81,27.5
02/02/2017 16:00,0.979,1.48,4.133,7.461,75,27.45
02/02/2017 16:30,1.041,1.702,4.42,7.478,75,27.4
02/02/2017 17:00,1.053,1.87,4.242,7.325,78,27.35
02/02/2017 17:30,1,1.58,4.099,3.817,92,27.3
02/02/2017 18:00,1.062,2.098,4.063,4.196,25,27.25
02/02/2017 18:30,1.067,2.33,4.142,7.291,84,27.25
02/02/2017 19:00,1.103,1.76,4.182,7.262,33,27.2
02/02/2017 19:30,1.13,2.25,4.205,7.044,83,27.15
02/02/2017 20:00,1.065,1.931,4.265,7.224,77,27.1
02/02/2017 20:30,1.06,1.79,4.101,4.605,78,27.1
02/02/2017 21:00,1.011,1.61,4.109,7.061,43,27.05
02/02/2017 21:30,1.029,1.8,4.212,4.393,78,27
02/02/2017 22:00,1.009,1.8,4.123,5.183,68,27.05
02/02/2017 22:30,1.026,1.66,4.124,4.402,61,27.05
02/02/2017 23:00,0.976,1.56,4.235,6.969,47,26.95
02/02/2017 23:30,1.012,1.72,4.543,4.934,74,26.95
02/03/2017 00:00,1.028,1.9,4.604,7.027,63,26.95
02/03/2017 00:30,0.954,1.48,4.617,6.784,73,26.9
02/03/2017 01:00,0.967,1.81,4.744,6.796,74,26.85
02/03/2017 01:30,0.901,1.9,4.769,6.836,71,26.85
02/03/2017 02:00,0.873,1.54,4.815,7.262,71,26.8
02/03/2017 02:30,0.863,1.51,4.833,7.065,74,26.7
02/03/2017 03:00,0.925,1.67,4.976,6.552,78,26.6
02/03/2017 03:30,0.881,1.33,5.282,7.312,71,26.55
02/03/2017 04:00,0.865,1.41,5.07,6.532,71,26.5
02/03/2017 04:30,0.891,1.6,5.133,6.806,75,26.45
02/03/2017 05:00,0.854,1.46,4.723,7.265,67,26.35
02/03/2017 05:30,0.835,1.35,5.003,7.254,71,26.3
02/03/2017 06:00,0.85,1.41,5.053,6.3,70,26.25
02/03/2017 06:30,0.784,1.14,4.813,6.593,68,26.15
02/03/2017 07:00,0.838,1.49,5.17,6.359,68,26.1
02/03/2017 07:30,0.791,1.38,5.052,6.784,68,26.15
02/03/2017 08:00,0.82,1.25,5.044,7.311,74,26.25
02/03/2017 08:30,0.771,1.2,5.094,9.323,75,26.4
02/03/2017 09:00,0.791,1.22,5.123,7.216,74,26.6
02/03/2017 09:30,0.757,1.2,5.152,6.623,77,26.75
02/03/2017 10:00,0.76,1.4,5.267,6.36,70,26.75
02/03/2017 10:30,0.782,1.26,5.168,6.636,77,26.85
02/03/2017 11:00,0.785,1.36,5.254,6.337,71,26.95
02/03/2017 11:30,0.768,1.18,5.398,9.235,83,27.1
02/03/2017 12:00,0.772,1.23,5.126,6.348,85,27.1
02/03/2017 12:30,0.768,1.24,5.12,7.805,77,27.15
02/03/2017 13:00,0.844,1.34,5.141,7.209,81,27.1
02/03/2017 13:30,0.773,1.25,4.806,9.18,83,27.15
02/03/2017 14:00,0.799,1.39,4.877,6.387,78,27.15
02/03/2017 14:30,0.795,1.31,4.874,7.223,74,27.1
02/03/2017 15:00,0.83,1.39,5.015,7.291,80,27.15
02/03/2017 15:30,0.825,1.38,4.93,8.916,112,27.05
02/03/2017 16:00,0.755,1.26,4.731,8.515,80,27
02/03/2017 16:30,0.83,1.74,5.034,7.711,95,27
02/03/2017 17:00,0.794,1.51,4.779,8.242,90,26.95
02/03/2017 17:30,0.809,1.4,4.623,7.284,99,26.95
02/03/2017 18:00,0.788,1.21,4.621,7.003,80,26.9
02/03/2017 18:30,0.835,1.34,4.726,6.997,77,26.9
02/03/2017 19:00,0.854,1.37,4.821,6.579,64,26.85
02/03/2017 19:30,0.827,1.2,4.453,7.006,67,26.85
02/03/2017 20:00,0.826,1.57,4.536,7.261,80,26.8
02/03/2017 20:30,0.786,1.35,4.366,6.389,88,26.8
02/03/2017 21:00,0.834,1.38,4.677,7.778,71,26.75
02/03/2017 21:30,0.804,1.5,4.606,7.076,80,26.8
02/03/2017 22:00,0.858,1.3,4.631,9.228,78,26.75
02/03/2017 22:30,0.902,1.75,4.786,6.575,77,26.75
02/03/2017 23:00,0.875,1.47,4.864,7.912,80,26.7
02/03/2017 23:30,0.878,1.46,4.6,6.771,97,26.7
02/04/2017 00:00,0.871,1.55,4.779,8.848,98,26.7
02/04/2017 00:30,0.843,1.32,4.835,6.004,101,26.65
02/04/2017 01:00,0.881,1.4,4.918,7.883,77,26.65
02/04/2017 01:30,0.839,1.5,4.821,8.844,97,26.65
02/04/2017 02:00,0.892,1.64,4.911,7.28,71,26.65
02/04/2017 02:30,0.861,1.57,4.949,8.437,84,26.6
02/04/2017 03:00,0.882,1.5,4.898,8.146,95,26.6
02/04/2017 03:30,0.853,1.74,4.779,8.81,97,26.6
02/04/2017 04:00,0.874,1.42,4.927,7.346,94,26.6
02/04/2017 04:30,0.806,1.35,4.89,8.171,94,26.55
02/04/2017 05:00,0.83,1.27,5.195,8.509,101,26.55
02/04/2017 05:30,0.784,1.23,5.159,8.393,74,26.5
02/04/2017 06:00,0.804,1.46,5.077,7.348,99,26.5
02/04/2017 06:30,0.733,1.37,5.009,8.56,85,26.45
02/04/2017 07:00,0.756,1.27,4.854,7.489,75,26.45
02/04/2017 07:30,0.776,1.25,5.45,8.121,77,26.45
02/04/2017 08:00,0.776,1.47,5.119,8.334,84,26.45
02/04/2017 08:30,0.793,1.38,5.475,8.418,92,26.5
02/04/2017 09:00,0.751,1.16,5.402,7.886,81,26.65
02/04/2017 09:30,0.786,1.34,5.396,8.89,85,26.95
02/04/2017 10:00,0.786,1.42,5.247,6.785,95,27.05
02/04/2017 10:30,0.767,1.31,5.314,6.202,78,27.1
02/04/2017 11:00,0.819,1.49,5.359,7.019,67,27.25
02/04/2017 11:30,0.789,1.31,5.286,8.841,78,27.35
02/04/2017 12:00,0.82,1.47,5.507,8.232,91,27.5
02/04/2017 12:30,0.895,1.34,5.507,7.814,84,27.7
02/04/2017 13:00,0.828,1.19,5.448,8.127,90,27.9
02/04/2017 13:30,0.899,1.29,5.707,7.954,84,28.15
02/04/2017 14:00,0.858,1.27,5.387,8.172,90,28.1
02/04/2017 14:30,0.868,1.73,5.487,7.541,91,27.9
02/04/2017 15:00,0.905,1.44,5.664,7.023,90,27.7
02/04/2017 15:30,0.889,1.78,5.524,8.615,84,27.8
02/04/2017 16:00,0.915,1.57,5.483,8.762,106,27.8
02/04/2017 16:30,0.885,1.7,5.223,8.83,71,27.8
02/04/2017 17:00,0.869,1.37,5.209,7.571,105,27.7
02/04/2017 17:30,0.924,1.58,5.252,8.851,71,27.5
02/04/2017 18:00,0.887,1.55,4.821,7.474,102,27.35
02/04/2017 18:30,0.925,1.41,4.989,7.885,92,27.15
02/04/2017 19:00,0.954,1.45,5.166,8.253,83,27
02/04/2017 19:30,0.962,1.41,4.939,6.819,92,26.85
02/04/2017 20:00,0.969,1.68,4.989,7.281,84,26.8
02/04/2017 20:30,0.927,1.46,4.863,8.769,78,26.75
02/04/2017 21:00,0.929,1.41,4.875,7.575,73,26.7
02/04/2017 21:30,0.962,1.63,4.819,8.767,94,26.65
02/04/2017 22:00,0.997,1.55,4.877,7.272,75,26.55
02/04/2017 22:30,0.967,1.75,4.957,7.255,87,26.55
02/04/2017 23:00,0.998,1.8,4.924,7.498,78,26.55
02/04/2017 23:30,0.976,1.55,4.972,8.093,77,26.6
02/05/2017 00:00,0.972,1.71,4.885,7.331,78,26.65
02/05/2017 00:30,1.004,1.49,4.792,8.142,77,26.85
02/05/2017 01:00,1.078,1.83,5.067,7.026,71,26.75
02/05/2017 01:30,1.08,1.79,4.886,6.778,85,26.75
02/05/2017 02:00,0.968,1.66,5.054,6.846,67,26.75
02/05/2017 02:30,1.059,1.85,5.256,7.796,66,26.75
02/05/2017 03:00,1.064,1.74,5.214,8.619,78,26.75
02/05/2017 03:30,1.065,1.72,5.158,7.844,78,26.95
02/05/2017 04:00,1.07,1.82,5.308,7.82,68,27.3
02/05/2017 04:30,1.058,1.95,5.357,7.198,75,27.3
02/05/2017 05:00,1.09,1.75,5.533,8.325,78,27.2
02/05/2017 05:30,1.027,2.07,5.687,7.828,85,27.2
02/05/2017 06:00,1.064,1.98,5.624,7.82,83,27.2
02/05/2017 06:30,1.127,1.84,5.973,8.207,73,27.25
02/05/2017 07:00,1.084,2.01,5.598,7.076,84,27.3
02/05/2017 07:30,1.024,1.89,5.8,6.8,75,27.25
02/05/2017 08:00,1.066,1.72,5.787,7.273,73,27.35
02/05/2017 08:30,1.071,1.75,6.017,7.489,71,27.3
